cap_shape,cap_surface,cap_colour,bruises,odour,gill_attachment,gill_spacing,gill_size,gill_colour,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_colour_above_ring,stalk_colour_below_ring,veil_type,veil_colour,ring_number,ring_type,spore_print_colour,population,habitat,classification
knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,red,no,foul,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,red,no,foul,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,red,no,foul,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,red,no,foul,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,red,no,foul,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,red,no,foul,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,red,no,foul,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,red,no,foul,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,<missing>,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,red,no,foul,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,red,no,foul,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,red,no,foul,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,red,no,foul,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,<missing>,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,<missing>,smooth,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,<missing>,smooth,smooth,white,white,partial,white,1,evanescent,white,several,woods,poisonous
